"Subject","n_trials","n_explores","n_corrects","n_selects","n_outoftimes","StartDate","StartTime","tm_accuracy","tm_select_made","tm_nodesturns_count","tm_nodes_count","tm_turns_count","tm_average_RT","tm_trial_duration","tm_path_dist_trav","tm_euc_dist_trav","tm_path_efficiencies","tm_path_efficiencies_acc_only","ts_accuracy","ts_select_made","ts_nodesturns_count","ts_nodes_count","ts_turns_count","ts_average_RT","ts_trial_duration","ts_path_dist_trav","ts_euc_dist_trav","ts_path_efficiencies","ts_path_efficiencies_acc_only","em_nodesturns_count","em_nodes_count","em_turns_count","em_average_RT","em_trial_duration","em_path_dist_trav","em_euc_dist_trav","em_path_efficiencies","em_path_efficiencies_acc_only","es_nodesturns_count","es_nodes_count","es_turns_count","es_average_RT","es_trial_duration","es_path_dist_trav","es_euc_dist_trav","es_path_efficiencies","es_path_efficiencies_acc_only","enodes_A","enodes_B","enodes_C","enodes_D","enodes_E","enodes_F","enodes_G","enodes_H","enodes_I","enodes_J","enodes_K","enodes_L","enodes_M","enodes_N","enodes_O","enodes_P","enodes_Q","enodes_R","enodes_S","enodes_T","enodes_U","enodes_V","enodes_W","enodes_X","enodes_Y","enodes_Z","lm_bwstair","lm_person","lm_philsbar","lm_starrynight","obj_chair","obj_chicken","obj_clock","obj_guitar","obj_lamp","obj_snowman","obj_spaceship","obj_trophy","obj_umbrella"
"75","40","2","37","37","3","2019-02-27","12:39:17","0.925","0.925","13","7.35","5.65","289.163722156112","30370.75","20.9375","9.35028145755153","1.0536556759836","1.02696078431373","0.266746782836918","0.266746782836918","3.038218101251","1.51149442096734","1.92886309014218","112.58175785232","7279.45669552689","5.72353161103912","3.21560484633327","0.159149721352413","0.118148102449937","161","84","77","589.107645403378","483093.5","276","12.35973281305","NaN","NaN","5.65685424949238","4.24264068711928","1.4142135623731","130.009806978264","3534.82679915155","15.9099025766973","0.314657877751142",NA,NA,"4","10","15","17","21","17","16","16","3","16","4","6","22","4","5","8","18","25","12","19","18","6","3","25","4","8","19","24","33","33","4","5","3","2","4","3","3","5","3"
"76","48","2","3","25","23","2018-11-05","10:41:10","0.0625","0.520833333333333","13.875","7.125","6.75","645.428648878695","37315.1666666667","22.046875","8.1523413764294","1.32180166415688","1.19855758395312","0.244623027395041","0.504852341308647","4.12375061672456","1.98531845347343","2.60523205157491","453.437895488368","10939.3232361627","7.94707497541665","3.49566705637303","0.392590576668114","0.278760454723124","161","75.5","85.5","662.526315789474","481699","263.5","0.75","NaN","NaN","11.3137084989848","9.19238815542512","2.12132034355964","185.829522903143","1583.91918985787","22.6274169979695","1.06066017177982",NA,NA,"4","15","25","20","19","8","21","24","3","14","3","8","32","4","5","0","21","38","14","13","18","4","3","4","2","0","30","35","21","41","0","2","3","2","3","3","4","5","2"
"78","48","2","42","41","7","2019-02-22","09:37:42","0.875","0.854166666666667","13.2083333333333","7.66666666666667","5.54166666666667","542.960624002904","33815.5208333333","21.7916666666667","9.19344131443575","1.1373455192259","1.0742058130154","0.334218682391596","0.356673957637416","3.01738461735955","1.70522767349105","1.87886717039061","319.775693854672","8513.51720698322","6.2482621697432","3.43308547502605","0.307440367975048","0.201204712831435","159.5","91","68.5","559.394634185177","481132.5","292.75","7.5050999176196","NaN","NaN","0.707106781186548","1.4142135623731","0.707106781186548","104.791862661194","659.730626847049","2.82842712474619","6.72472679393683",NA,NA,"10","11","16","13","19","16","25","20","3","8","2","10","10","8","2","10","14","18","8","20","23","8","6","19","8","12","20","18","29","26","5","4","6","5","2","3","5","2","4"
"79","48","2","47","46","2","2019-02-27","17:50:05","0.979166666666667","0.958333333333333","12.25","7.33333333333333","4.91666666666667","288.289748000502","28603.3541666667","20.828125","9.47696303219105","1.03660898094885","1.02000701440626","0.144337567297406","0.201940936523459","2.99289939832776","1.90557226936132","1.49940886697212","56.2152642349442","6999.79875543419","6.54488517404923","3.57829372434488","0.135947357517351","0.0732518715531967","168","92.5","75.5","407.804324440619","483151.5","303","9.51213218188055","NaN","NaN","1.4142135623731","7.77817459305202","6.36396103067893","55.60996249745","2017.37564672522","33.587572106361","6.1978772744276",NA,NA,"8","12","17","20","22","15","19","17","3","27","5","6","20","6","4","8","13","25","12","20","17","6","3","19","4","8","21","25","36","38","4","4","3","4","5","3","3","4","3"
"80","48","2","48","47","1","2019-03-13","13:23:21","1","0.979166666666667","12.0416666666667","7.20833333333333","4.83333333333333","383.754330044955","29248.375","20.3072916666667","9.52704349095786","1.0080224772836","1.0080224772836","0","0.144337567297406","2.95324079710303","1.785977690806","1.56195912624394","127.890351714274","6907.68236720322","5.89474152234415","3.59184576336599","0.0402993872518326","0.0402993872518326","161","89","72","537.271885620532","484351.5","290.25","3.31066017177982","NaN","NaN","1.4142135623731","1.4142135623731","0","31.822208305469","3035.60941163385","3.88908729652601","1.68198051533947",NA,NA,"6","12","19","20","22","16","18","18","4","16","4","6","23","2","5","6","15","26","12","14","16","8","4","18","4","8","24","22","24","39","3","5","4","3","4","4","3","5","4"
"81","48","2","29","39","9","2019-04-15","16:03:52","0.604166666666667","0.8125","14.625","8.0625","6.5625","342.066062476574","35188.1666666667","24.015625","8.80788430853582","1.36025685001451","1.21789609737125","0.49420399497827","0.394442779605583","3.4984799130662","1.8031444166328","2.3238472319511","147.403170213487","8745.43447416102","6.64074428866575","3.44069467366608","0.604416736371857","0.388817602131561","159.5","87","72.5","628.326543259235","480385.5","282.875","11.6657371116765","NaN","NaN","14.8492424049175","5.65685424949238","9.19238815542512","189.606589777623","453.255446740577","11.1369318036881","0.619399130211639",NA,NA,"12","12","18","20","19","12","28","22","3","20","4","6","20","2","3","6","17","21","14","14","14","6","4","14","2","6","25","23","26","31","3","4","4","6","4","3","3","3","3"
"82","48","2","48","48","0","2019-04-26","12:11:20","1","1","12.3333333333333","7.41666666666667","4.91666666666667","216.534073813577","28144.9375","21.140625","9.13262809130729","1.02141244995666","1.02141244995666","0","0","3.1779381334667","1.9875499012425","1.39655096932732","40.9373117768428","7128.27808698372","6.36999829862364","3.65646468891862","0.0667292010912331","0.0667292010912331","179.5","98","81.5","326.425824175824","481267","309.25","13.0051392670787","NaN","NaN","4.94974746830583","4.24264068711928","0.707106781186548","20.6109971109598","1149.75562620933","16.2634559672906","0.598084682779374",NA,NA,"10","15","20","12","18","14","31","25","3","15","3","12","18","4","3","8","9","25","10","19","25","10","4","30","6","10","21","17","30","37","4","4","4","5","3","3","6","3","5"
"83","48","2","42","43","5","2019-04-25","10:48:11","0.875","0.895833333333333","13.5416666666667","7.54166666666667","6","339.263560537366","32220.8125","21.9479166666667","9.18898276299563","1.12937146378103","1.12688448674542","0.334218682391596","0.308709278188584","3.56673957637417","2.18270116991839","1.95698421916033","235.218042576706","8910.04575448827","7.29852767383078","3.27386360828508","0.252539867505379","0.256953669842312","169.5","94","75.5","388.222327908124","480274","300.875","9.93346169607441","NaN","NaN","3.53553390593274","4.24264068711928","0.707106781186548","152.148026111429","462.447834896002","3.71231060122937","2.66273871516637",NA,NA,"6","14","14","17","15","14","15","18","2","20","4","6","24","4","5","12","19","23","15","20","12","12","3","28","6","11","27","24","33","34","6","4","3","3","4","2","3","5","6"
"84","48","2","46","47","1","2019-04-30","15:11:27","0.958333333333333","0.979166666666667","12.2291666666667","7.27083333333333","4.95833333333333","229.088395892302","28016","20.8020833333333","9.65580027531898","1.04864165752244","1.04612358276041","0.201940936523459","0.144337567297406","3.30209207272262","2.06015474871488","1.67533208309651","96.5196142390285","7631.16692785914","7.02578047707561","3.5362710558211","0.133241534916792","0.133724121392685","180.5","101","79.5","258.98729946524","482191.5","334.125","10.52543977303","NaN","NaN","10.6066017177982","4.24264068711928","6.36396103067893","16.6349706263901","1771.3024868723","4.06586399182265","1.11478032303982",NA,NA,"10","14","18","20","21","16","23","22","2","16","3","6","23","5","5","8","17","29","19","24","20","8","4","18","2","8","32","25","30","40","4","5","4","5","3","2","3","5","4"
"85","48","2","13","29","19","2019-05-10","10:54:27","0.270833333333333","0.604166666666667","14.7291666666667","7.45833333333333","7.27083333333333","557.870250338435","39086.6041666667","23.0052083333333","8.86436317549673","1.29684571758701","1.2389553014553","0.449092860289629","0.49420399497827","3.4440178375334","1.55684259488499","2.68755669575691","306.362748707052","8516.8390643767","6.52011812632299","3.15383806590285","0.417154810677689","0.384701706448255","158","79.5","78.5","660.423499938898","481598.5","260","9.02377805818628","NaN","NaN","14.142135623731","7.77817459305202","6.36396103067893","203.22100263211","772.867711836896","8.1317279836453","1.00889004018862",NA,NA,"4","15","16","13","14","5","19","29","2","18","4","8","16","2","3","8","14","30","10","25","25","4","5","15","2","10","33","17","32","32","4","2","5","2","4","2","4","3","2"
"86","48","2","10","37","11","2019-04-29","16:10:47","0.208333333333333","0.770833333333333","14.2291666666667","8.04166666666667","6.1875","469.891653301137","35437.8958333333","24.7864583333333","9.41607029661839","1.58824782529588","1.11352112676056","0.410414079086058","0.424744395393794","4.6687716883581","2.68928791756221","2.38484800354236","296.503553573242","11141.817102727","9.57820408911269","3.58822918490135","1.39408099337048","0.239810258042605","150.5","78","72.5","806.232401656315","482867","246.125","14.1609067095883","NaN","NaN","16.2634559672906","11.3137084989848","4.94974746830583","256.187129206598","659.023520065862","24.5719606462325","3.40953696631607",NA,NA,"12","3","12","14","7","4","18","16","3","22","4","8","11","2","2","6","14","22","7","33","19","16","3","33","4","6","20","13","37","24","3","1","3","6","4","3","4","2","8"
"87","48","2","30","31","17","2019-05-08","13:11:22","0.625","0.645833333333333","15.5208333333333","7.8125","7.70833333333333","311.218504883346","37801.5208333333","25.1510416666667","8.71967227332713","1.54159870042219","1.20969081232718","0.489246054790082","0.483321105250062","4.3023476190867","2.1403544148754","2.79024389487869","95.3636536100437","10495.1263136745","8.36178929227709","4.07964235342392","1.04376347822929","0.312311566715341","163","87.5","75.5","526.359501296325","479726","287.25","12.3545811838983","NaN","NaN","5.65685424949238","4.94974746830583","0.707106781186548","49.0517181053494","1535.83592873718","9.89949493661167","0.321943381565863",NA,NA,"8","6","11","15","15","11","20","16","2","11","2","8","19","4","4","10","19","38","8","22","25","10","5","25","2","10","22","24","36","32","5","3","5","4","2","2","4","4","5"
"88","48","2","31","41","7","2019-08-01","14:50:43","0.645833333333333","0.854166666666667","13.9375","7.875","6.0625","289.097518223413","33284.1875","24.1666666666667","8.62152980047872","1.29864037813372","1.19418253849673","0.483321105250062","0.356673957637416","3.94324766248071","2.16966513741421","2.1675189267622","191.374822591713","9356.23641750602","8.38364246571309","3.56847230908721","0.41004616968477","0.260005621127154","152","82","70","798.867807017544","481962.5","275.125","9.27835063574205","NaN","NaN","1.4142135623731","0","1.4142135623731","89.1504102723238","47.3761543394987","3.3587572106361","6.40405488424723",NA,NA,"8","15","6","17","15","11","17","20","0","15","2","4","22","4","2","4","19","31","13","21","17","11","4","18","4","4","30","19","34","32","2","3","4","4","2","0","2","2","6"
"89","48","2","30","38","10","2019-05-10","14:57:13","0.625","0.791666666666667","14.4791666666667","8.27083333333333","6.20833333333333","403.04933101966","36354.3958333333","24.9010416666667","9.16874166659774","1.25819706565894","1.22622333399279","0.489246054790082","0.410414079086058","3.60253801393462","2.19030342144968","1.94562611847904","169.962259288906","9478.3355275015","8.00959191979412","3.45188187976617","0.40629687465609","0.30358888079649","163.5","93.5","70","424.223886532343","481219","309.5","4.98121471129282","NaN","NaN","2.12132034355964","3.53553390593274","5.65685424949238","34.995599421709","254.558441227157","17.6776695296637","7.04450140180269",NA,NA,"6","8","12","16","17","15","14","11","2","17","3","4","21","6","4","8","14","30","20","20","24","10","5","22","10","8","28","25","26","42","4","4","5","3","3","2","2","4","5"
"90","47","2","4","29","17","2019-05-22","13:49:45","0.0851063829787234","0.630434782608696","14.4255319148936","7.85106382978723","6.57446808510638","387.036949505229","35960.847826087","23.7446808510638","8.98617937380703","1.5889419757039","1.08958333333333","0.282056672846969","0.488020748747151","4.95082198204221","2.4135372147828","2.85706356438141","132.043172545231","10587.7088822997","9.4216577169339","4.16555041590612","1.18319329615487","0.129703186802278","164.5","95","69.5","482.360023946719","480125.5","314.625","3.55205098312484","NaN","NaN","3.53553390593274","4.24264068711928","0.707106781186548","70.350854268317","178.898015640197","4.06586399182265","0.279942184323272",NA,NA,"6","8","11","12","18","12","15","12","2","19","3","6","19","6","2","6","19","29","18","31","21","12","4","26","6","6","28","35","35","28","3","3","4","3","3","2","3","2","6"
"91","48","2","23","33","15","2019-05-07","16:05:47","0.479166666666667","0.6875","12.75","6.6875","6.0625","702.644033342747","34629.2708333333","20.1770833333333","7.90774021466114","1.24587047669478","1.18138016268981","0.504852341308647","0.468417435218867","4.6149617918706","2.34435719085166","2.72425082420681","299.771728430656","13312.3177845719","8.7660124509825","3.11656331959353","0.391970325579457","0.38189383797092","148.5","75.5","73","823.172430646064","480739","245.625","7.95445526581909","NaN","NaN","23.3345237791561","13.4350288425444","9.89949493661167","363.532897472964","272.943217538007","31.2894750675047","1.12507015255314",NA,NA,"6","7","16","17","13","8","23","20","3","19","4","6","14","4","3","8","18","24","6","18","9","10","2","25","6","8","22","19","24","29","4","2","2","3","4","3","3","3","5"
"92","40","2","4","23","17","2019-08-02","14:41:09","0.1","0.575","14.6","7.85","6.75","523.808795958728","38388.8","24.56875","8.54194108006353","1.53463480354337","1.16260282021152","0.3038218101251","0.500640615253123","3.74028656519037","2.08228178590157","2.27303028283098","151.882133721772","9999.7754569662","7.38414524244604","3.55261623851742","0.971275363268684","0.172906658654175","169","91","78","486.965443912812","481769","299","9.6568542494924","NaN","NaN","4.24264068711928","0","4.24264068711928","43.460940556374","622.253967444162","9.89949493661167","2.34314575050765",NA,NA,"8","16","20","21","20","11","17","24","2","10","2","4","14","4","3","4","20","26","10","24","24","10","4","26","10","4","33","24","30","38","2","3","4","4","2","2","2","3","5"
"93","48","2","39","41","7","2019-05-08","15:34:28","0.8125","0.854166666666667","13.3333333333333","7.79166666666667","5.54166666666667","355.751547198466","32607.8125","22.8697916666667","9.70113025412061","1.18819291556094","1.13390951585519","0.394442779605583","0.356673957637416","4.11708083597214","2.41412803811172","2.22135030175805","132.631160045003","10233.9338823727","8.42109647926685","3.55261350019808","0.299398767711776","0.215537455634371","160.5","82","78.5","623.747577213993","481758.5","266","3.25","NaN","NaN","10.6066017177982","4.24264068711928","6.36396103067893","117.801833660552","1356.93791309698","12.3743686707646","0.707106781186548",NA,NA,"10","10","20","17","15","11","22","21","4","16","3","6","15","4","3","8","21","35","8","20","14","6","4","16","4","8","27","21","27","36","4","3","4","5","3","4","3","3","3"
"94","48","2","10","25","23","2019-06-12","10:40:20","0.208333333333333","0.520833333333333","16","8.45833333333333","7.54166666666667","403.549313911171","39581.9166666667","26.0260416666667","9.52467049392924","1.38394682905296","1.07625055748818","0.410414079086058","0.504852341308647","4.13083887209778","2.25933838304005","2.7207503137009","200.342603937768","9468.43851026636","7.59920901247283","3.47493699664158","0.424294416016866","0.129235512508455","181","94.5","86.5","317.690464426877","482355.5","298","11.0966496435514","NaN","NaN","5.65685424949238","13.4350288425444","7.77817459305202","39.8750230653606","2281.83358288899","16.6170093578839","0.923976935070976",NA,NA,"12","11","11","14","11","10","27","29","2","19","3","6","18","2","4","6","17","38","11","23","29","12","5","30","2","10","28","21","32","44","3","3","5","6","3","2","3","4","6"
"95","48","2","15","26","22","2019-05-29","15:09:04","0.3125","0.541666666666667","13.5208333333333","6.9375","6.58333333333333","722.172042658207","36615.0416666667","21.4322916666667","8.6097831334543","1.41046265281557","1.03823818457965","0.468417435218867","0.503533612870859","4.53820464704267","2.39152982285754","2.99526813585591","360.762064615992","13214.2638148495","9.07119294497893","3.35140793200289","0.743981214392867","0.102203768671003","137","71","66","1084.69934994583","481252.5","227.625","8.96438993767146","NaN","NaN","8.48528137423857","0","8.48528137423857","148.754428945349","490.024999362277","9.36916485072175","0.303193157491294",NA,NA,"6","7","12","16","16","10","19","17","3","17","4","6","17","2","4","6","11","24","11","18","12","8","3","17","2","6","20","18","33","25","3","3","3","3","4","3","3","4","4"
"96","48","2","2","34","14","2019-08-05","15:11:22","0.0416666666666667","0.708333333333333","11.8333333333333","6.6875","5.14583333333333","748.474971464402","32893.9166666667","20.8645833333333","8.51450787176206","1.46955926529226","1","0.201940936523459","0.459339643185104","4.4403054012914","2.32613504666413","2.37889285291998","295.803413862504","13361.8152780535","9.39343341446868","3.57004819587733","1.42145001176502","0","159.5","88","71.5","689.930379241517","481209.5","292.125","6.4400729063673","NaN","NaN","12.0208152801713","14.142135623731","2.12132034355964","180.514396818013","9.19238815542512","22.8041936932662","5.92565793151669",NA,NA,"10","11","11","13","19","13","27","21","2","15","2","10","17","2","1","6","12","33","18","20","25","6","4","13","2","6","24","24","27","38","3","4","4","5","2","2","5","1","3"
"98","48","2","48","48","0","2019-08-07","10:41:54","1","1","12.4583333333333","7.5","4.95833333333333","250.276220803978","28555.6041666667","21.046875","9.13262809130729","1.0214202649956","1.0214202649956","0","0","3.13496637691653","2.02116461055965","1.39845406033421","62.7065839952681","6903.61235918846","6.16390838854216","3.65646468891862","0.0889732055224561","0.0889732055224561","177.5","97","80.5","325.762906954344","481856.5","314.625","12.4706608046485","NaN","NaN","3.53553390593274","0","3.53553390593274","33.2888463943327","19.0918830920368","5.83363094478902","5.12618163849165",NA,NA,"10","15","19","23","12","13","27","26","3","14","3","8","18","4","4","8","23","32","14","21","12","8","4","18","8","8","26","25","36","30","4","4","4","5","3","3","4","4","4"
"99","48","2","45","44","4","2019-08-06","14:33:10","0.9375","0.916666666666667","13.0833333333333","7.60416666666667","5.47916666666667","333.33372108896","31457.1666666667","21.96875","9.05696205321662","1.06420798806002","1.05375004977329","0.244623027395041","0.279310193865464","3.33155981188119","2.12121586303437","1.79822114623873","131.966110767429","8570.14639347974","7.03782051157825","4.01328655470034","0.132913969922878","0.125534701409593","168","92","76","432.213125336202","482450","293","4.25","NaN","NaN","2.82842712474619","2.82842712474619","0","34.3596840241287","1856.86240739587","5.30330085889911","0.707106781186548",NA,NA,"8","12","19","11","17","10","20","22","4","12","3","8","26","2","6","10","15","21","14","21","18","12","4","29","2","10","25","23","25","32","5","3","4","4","3","4","4","6","6"
"100","48","2","45","46","2","2019-08-06","16:40:18","0.9375","0.958333333333333","12.125","7.22916666666667","4.89583333333333","397.109187358694","29526.1875","20.8697916666667","9.52270943257079","1.12525054097122","1.03649904986287","0.244623027395041","0.201940936523459","3.30457452116872","1.99189403432302","1.56068156596873","118.145924040541","8427.48127147827","7.29762231449638","3.62049938666544","0.569147425529951","0.139518239038078","157.5","93","64.5","576.229461004492","481550","307.875","4.625","NaN","NaN","2.12132034355964","1.4142135623731","0.707106781186548","102.210538386695","395.979797464467","7.60139789775539","2.65165042944955",NA,NA,"8","12","16","25","20","15","20","20","2","18","3","8","21","6","4","6","15","17","6","16","20","6","3","15","6","7","13","16","37","33","3","4","3","4","3","2","4","4","3"
"101","48","2","12","35","13","2019-08-21","09:34:18","0.25","0.729166666666667","14.1666666666667","7.45833333333333","6.70833333333333","447.174379675729","35709.375","22.2135416666667","8.62126001929239","1.32035119639552","1.08816964285714","0.437594974493684","0.449092860289629","4.11190970455818","2.05207039543029","2.52610484219457","170.60998190465","11387.7369272594","7.50212551146116","3.47608404223508","0.681960743350392","0.245791078835862","163.5","84.5","79","575.909047619048","480220","272","6.79466716353861","NaN","NaN","17.6776695296637","3.53553390593274","14.142135623731","209.271955784822","272.943217538007","8.1317279836453","4.30580959558832",NA,NA,"10","21","26","17","14","7","31","25","5","17","4","10","16","2","4","4","15","29","6","16","13","8","1","18","4","4","29","22","19","40","2","2","1","5","4","5","5","4","4"
"102","48","2","25","35","13","2019-08-21","14:37:07","0.520833333333333","0.729166666666667","14.1041666666667","7.77083333333333","6.33333333333333","373.804449553356","34567.6875","23.625","9.32875221781615","1.30092746632069","1.12445885558269","0.504852341308647","0.449092860289629","4.24885257769087","2.31773535226103","2.72368128023674","167.542428730589","10724.5247975987","8.41193427802859","3.30544469861188","0.476165256129721","0.270137591058062","165.5","90","75.5","495.686515857175","480807.5","285.5","8.75","NaN","NaN","3.53553390593274","5.65685424949238","2.12132034355964","68.4864830692941","574.877813104663","1.4142135623731","1.06066017177982",NA,NA,"6","9","11","15","15","11","15","16","1","16","2","6","20","4","4","10","17","24","12","30","25","14","6","30","2","10","24","19","41","28","5","3","6","3","2","1","3","4","7"
"103","48","2","45","45","3","2019-09-19","11:05:14","0.9375","0.9375","12.625","7.45833333333333","5.16666666666667","334.793416860237","30108.8958333333","21.328125","9.6132523820907","1.06537158831849","1.02095558973608","0.244623027395041","0.244623027395041","3.43092940698941","2.07270337742286","1.7422574416279","144.475840597515","8399.09990425667","7.10748710905051","3.63540707028806","0.200681265748654","0.0761979293329736","153.5","86.5","67","609.326556159889","480506","286","4.2229378319482","NaN","NaN","13.4350288425444","7.77817459305202","5.65685424949238","333.203574121877","113.137084989848","34.6482322781408","2.97213595499958",NA,NA,"6","11","19","19","18","8","15","18","4","22","5","6","22","4","4","6","12","18","15","16","16","8","5","18","6","6","24","23","24","34","3","2","5","3","5","4","3","4","4"
"104","48","2","46","46","2","2019-11-04","15:52:51","0.958333333333333","0.958333333333333","12.8541666666667","7.5625","5.29166666666667","168.160589357878","28665.9791666667","21.3854166666667","9.20094214760795","1.08651385557058","1.0858117245789","0.201940936523459","0.201940936523459","3.35165620116087","1.95596469097487","1.68798423575039","104.122914340758","8834.84872413106","7.09715224829375","3.05994316671541","0.178931528116215","0.180843258147345","183","99.5","83.5","275.489523809524","482215.5","314.5","0","NaN","NaN","9.89949493661167","7.77817459305202","2.12132034355964","122.85340559838","952.472834258279","21.920310216783","0",NA,NA,"10","14","16","16","22","11","23","27","2","17","3","6","17","4","3","10","20","17","13","37","23","8","5","26","6","10","30","24","36","35","5","3","5","5","3","2","3","3","4"
"106","48","2","33","39","9","2019-11-08","14:43:15","0.6875","0.8125","14.7291666666667","7.77083333333333","6.95833333333333","325.500906792117","35092.5","23.15625","9.09500531916385","1.21280022845621","1.09798829987591","0.468417435218867","0.394442779605583","3.66547772471128","1.7164979604494","2.32432404571814","89.3443715424334","8586.05058194655","6.88616115303236","3.23620527624656","0.373789054038676","0.193217990704137","164","92","72","471.540762507535","482042.5","303.125","12.1819591360747","NaN","NaN","7.07106781186548","1.4142135623731","8.48528137423857","109.642362099164","103.944696834422","3.00520382004283","0.11064905788799",NA,NA,"6","12","19","16","20","11","18","16","4","15","3","8","21","4","4","6","10","33","17","15","27","8","5","18","6","6","24","25","33","37","3","3","5","3","3","4","4","4","4"
"107","48","2","44","44","4","2019-11-12","12:20:06","0.916666666666667","0.916666666666667","12.8958333333333","7.4375","5.45833333333333","259.011393600272","30108.6666666667","21.3489583333333","9.24415501238371","1.20141532096909","1.06046228340472","0.279310193865464","0.279310193865464","3.21723803399374","1.66191699103968","1.97816090532997","111.500533788301","8456.22668563617","6.20135099885444","3.38371006609989","0.929120677538218","0.15482281077246","180.5","95","85.5","363.838320193681","481062","293.875","6.2911147660808","NaN","NaN","2.12132034355964","4.24264068711928","2.12132034355964","16.0074595213362","593.9696961967","7.24784450716211","8.89697982463711",NA,NA,"12","22","30","25","24","11","28","24","4","14","2","8","25","4","4","8","11","24","8","14","19","8","5","19","0","8","23","22","32","43","4","3","5","6","2","4","4","4","4"
"108","48","2","40","39","9","2019-11-14","10:36:18","0.833333333333333","0.8125","13.75","7.6875","6.0625","415.744706496866","33822.25","22.734375","8.99961655732663","1.23786765046197","1.07156009988139","0.376621788577355","0.394442779605583","3.19906901350869","1.98028850251459","1.96139605079777","250.346085871211","8850.56792624187","7.34256865781185","3.8884547809179","0.546136857159639","0.151945320563463","165","83","82","537.142113095238","480902","270.25","9.41311896062463","NaN","NaN","5.65685424949238","7.07106781186548","12.7279220613579","70.9958357640441","840.042856049618","11.667261889578","2.24418868775736",NA,NA,"6","16","11","15","20","17","15","18","2","12","3","6","21","4","4","6","20","40","14","17","21","8","5","19","2","8","30","32","28","40","3","5","5","3","3","2","3","4","4"
"109","48","2","6","27","21","2019-11-18","14:36:18","0.125","0.5625","13.4583333333333","6.91666666666667","6.54166666666667","808.633534743872","37450.0416666667","21.5677083333333","7.82972362205939","1.57040391144004","1.17117117117117","0.334218682391596","0.501328023587394","3.90285402027108","1.9875499012425","2.43169088647712","562.533255020236","11176.6300576263","7.82653349519559","3.54024895177008","0.925257544380987","0.406185435767768","161.5","77","84.5","680.719033936476","481908.5","255.5","10.0518592184551","NaN","NaN","3.53553390593274","15.556349186104","19.0918830920368","39.2613668266149","1716.14815793975","50.2045814642449","2.90176713481946",NA,NA,"6","15","6","15","18","8","26","32","0","23","2","10","17","4","3","8","20","30","12","16","13","10","2","19","2","6","26","29","29","30","4","2","2","3","2","0","5","3","5"
"110","48","2","18","33","15","2019-11-15","14:22:39","0.375","0.6875","15.25","8.14583333333333","7.10416666666667","449.650704398765","37338.6875","24.9427083333333","9.9901393504361","1.44927134104018","1.16435259585655","0.489246054790082","0.468417435218867","4.59648339216711","2.29698769745715","2.75402671021313","239.519092228502","10899.1418736117","8.54730883106174","3.37374580770604","0.822149013797385","0.297952037582514","170.5","94.5","76","473.639306599833","480595.5","297.625","11.5318542494924","NaN","NaN","2.12132034355964","3.53553390593274","1.4142135623731","49.6271404629002","65.7609306503489","8.66205806953521","0.308504678941905",NA,NA,"12","14","25","15","12","7","30","29","4","16","3","6","9","2","1","8","18","24","8","21","23","12","5","27","0","10","26","18","30","32","4","2","5","6","3","4","3","1","6"
"111","48","2","20","32","16","2019-11-19","12:28:40","0.416666666666667","0.666666666666667","15.5833333333333","8.29166666666667","7.29166666666667","441.8737431839","38938.625","26.3385416666667","10.0668578125028","1.43352748861894","1.21237204873107","0.498223795452014","0.476393067340331","3.67182100646887","1.87886717039061","2.23090796641411","293.222494489753","8284.38138941703","7.76354163246891","3.53490028622465","0.617870573896145","0.375054575213036","165","85","80","525.827003588517","481366","282.625","14.5770214756691","NaN","NaN","16.9705627484771","1.4142135623731","15.556349186104","246.913272066332","329.511760032931","8.66205806953521","2.82106182062089",NA,NA,"10","9","11","20","25","17","22","20","2","21","4","6","19","4","4","4","14","31","12","17","17","9","4","20","4","4","26","25","35","35","2","5","4","5","4","2","3","4","5"
"112","48","2","41","46","2","2019-11-20","13:06:30","0.854166666666667","0.958333333333333","12.3333333333333","7.1875","5.14583333333333","371.69680091974","29817.7083333333","20.8802083333333","8.8838018990758","1.02520562842254","1.01080984140525","0.356673957637416","0.201940936523459","3.28331263268846","1.69675848655668","1.99988918132697","144.34646932543","7605.9664037121","5.69130299166261","3.73114996608597","0.117922485901423","0.0478265868838135","160.5","80.5","80","558.517198679142","482618","261.5","11.0163793089398","NaN","NaN","2.12132034355964","9.19238815542512","7.07106781186548","101.816955323064","1159.65512114594","25.1022907321224","2.21444662232528",NA,NA,"8","11","18","25","20","14","22","22","4","19","4","7","16","6","4","6","10","34","8","15","15","6","4","13","4","6","30","23","26","42","3","4","4","4","4","4","4","4","3"
"113","48","2","21","30","18","2019-11-22","10:37:36","0.4375","0.625","15.3125","7.89583333333333","7.41666666666667","325.563990562832","37508.0416666667","25.265625","8.7911611162189","1.47600327180534","1.27811535266646","0.501328023587394","0.489246054790082","3.81573589567359","1.8011767233263","2.77399269303164","107.110479168281","10077.1148373448","7.23786700278473","3.63831805592906","0.673313407818917","0.471882796076155","174.5","93","81.5","408.446432130756","482567.5","299.375","3.67884362846499","NaN","NaN","0.707106781186548","5.65685424949238","6.36396103067893","46.5445251662093","2083.84368415676","10.7833784130948","3.0813502096654",NA,NA,"4","17","22","22","16","11","22","22","4","15","3","10","18","4","4","4","14","34","10","26","20","12","3","20","4","8","28","20","37","40","2","3","3","2","3","4","5","4","6"
